name,location,introduce,field,pagenumber
스위트바이오,서울 영등포구 선유로49길 4 (양평동4가) 705호,건강한 식품 제조유통,"푸드,물류",2661
크몽,"서울 서초구 사임당로 157 (서초동, 릿타워) 3층",IT·디자인·마케팅 등 다양한 카테고리의 전문성을 상품화하여 거래할 수 있는 No.1 프리랜서 마켓,법률/인사/비즈니스,2662
휴맥스 모빌리티,"경기 성남시 분당구 황새울로 216 (수내동, 휴맥스빌리지) 11층",전기차를 기반으로 하는 기업 임직원 전용 카셰어링 서비스,모빌리티,2664
주식회사 코나,부산 금정구 금강로 271-5 (장전동) 2층 메이커라이브러리 금정,"제조창업을 위한 시제품 개발부터 양산, 판로개척까지 원스톱 토탈 솔루션 지원",물류,2665
페이스메이커스,광주 동구 금남로 193-22 (금남로4가) 광주AI창업캠프 309호,Global Tech-based Startup Accelerator,스타트업 생태계,2666
주식회사 인플렉스,서울 강남구 강남대로162길 20 (신사동) 상우빌딩 3층,챌린지를 활용안 커머스형 MCN 플랫폼 ,광고/마케팅,2669
비바이노베이션,서울 강남구 논현로87길 19 (역삼동) 7층,건강보험심사평가원으로부터 제공받는 기업 맞춤형 의료빅데이터를 활용한 약 70만명이 사용하는 국내 건강검진 No.1 의료 플랫폼 착한의사입니다.,헬스케어,2670
주식회사 메인메타,"서울 서초구 강남대로107길 21 (잠원동, 대능빌딩) 2층 202호",Peer-to-Peer money layer of the internet,금융/보험/핀테크,2671
에그풀,경기 화성시 동탄첨단산업1로 58 (영천동) 퍼스트코리아 934호,온라인-오프라인 연계형 스마트 영상광고 플랫폼,광고/마케팅,2672
(주)페이얍,서울 강남구 역삼로 172 (역삼동) 9층,"커머스 플랫폼 (온라인 스토어, 오픈마켓)","(e)커머스,물류",2673
와탭랩스,"서울 서초구 서초대로77길 17 (서초동, BLOCK77) 13층 1303호 와탭랩스",IT 통합 모니터링 서비스,통신/보안/데이터/인프라,2674
라이브엑스,"부산 해운대구 양운로42번길 18 (좌동, 에이원웨이) 705호",가위와 스마트폰 만으로 헤어이디자이너가 자유롭고 즐겁게 일할 수 있는 세상을 만듭니다,패션/뷰티,2675
스타트허브주식회사,부산 남구 전포대로 133 (문현동) 위워크 14층 103호,스타트업 중개 서비스,법률/인사/비즈니스,2676
엘지헬로비전가입센터,"부산 부산진구 중앙대로 821 (범전동, 삼한골든뷰 센트럴파크) 103동 5101호","b2b b2c 통신망 구축,통신상품판매,모바일판매,렌탈서비스",리빙/라이프스타일,2677
(주)서울엘엔에스금융컨설팅,"서울 구로구 디지털로26길 123 (구로동, 지플러스타워) 901호","설계사 Saas, 보험료 및 보장 분석 서비스",금융/보험/핀테크,2678
아이피오브릿지,"서울 강남구 강남대로84길 23 (역삼동, 한라클래식오피스텔) 18층 1810호",스타트업이 성장할 수 있는 비즈니스 협업 파트너,스타트업 생태계,2679
온정필라테스&PT,"경기 부천시 부흥로 339 (중동, 부천 중동 스타팰리움) 103동 상가 201호 ",프라이빗 피트니스&필라테스 ,헬스케어,2680
주식회사 누리시스,"서울 구로구 경인로53가길 10 (구로동, 구로 대명벨리온 지식산업센터) 709호",블록체인 배달앱.  전자부품 무역업,(e)커머스,2681
은행권청년창업재단,"서울 마포구 마포대로 122 (공덕동, 신용보증기금빌딩) 마포 프론트원 18층 디캠프","19개 금융기관(출연 당시 20개)이 총 5,000억원을 출연하여 2012년 5월 24일에 설립한 국내 최대 규모의 창업재단",스타트업 생태계,2683
주식회사 앳홈,서울 성동구 성수이로 127 (성수동2가) 5층,"가전 브랜드를 만들고, 판매하는 업을 하고 있습니다.","(e)커머스,물류",2684
모두리치,"경기 성남시 분당구 대왕판교로 660 (삼평동, 유스페이스1) B동 1102호",블록체인기반의 투자예측플랫폼 몬스탁 개발 및 운영,금융/보험/핀테크,2685
디스콰이엇,"서울 강남구 선릉로 551 (역삼동, 새롬빌딩) 디스콰이엇",IT 프로덕트 메이커들을 위한 소셜네트워킹 서비스,소셜/미디어/커뮤니티,2686
씨엔티테크,서울 서대문구 증가로29길 35 (북가좌동) 씨엔티테크빌딩,씨엔티테크(주)는 지난 2012년 부터 스타트업 투자 및 육성사업을 시작해 현재 국내 대표적인 액셀러레이터로 자리 잡았습니다.,스타트업 생태계,2687
(주)디지털헬스케어파트너스,"서울 서초구 서초대로 398 (서초동, BNK디지털타워) 패스트파이브 525호",디지털 헬스케어 스타트업에 투자합니다.,헬스케어,2688
쏘 블라우제,"경북 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) 교수학습지원관 3층 1311호, 1312호","한방바이오 화장품 개발제조,무역유통및 ESG 기반으로 6차산업병행",패션/뷰티,2689
주식회사 모션랩스,서울 성동구 상원12길 34 (성수동1가) 서울숲에이원센터 1004호 모션랩스,국내 유일의 여성 버티컬 헬스케어 서비스,헬스케어,2690
주식회사 스위치원,"서울 마포구 마포대로 122 (공덕동, 신용보증기금빌딩) 프론트원 12층",비대면 온라인 환테크 플랫폼,금융/보험/핀테크,2691
제로그라운드,서울 강남구 역삼로 172 (역삼동) 9층 B호,공유미용실 서비스,패션/뷰티,2692
나무컨벤션,부산 부산진구 중앙대로 749 (부전동) 혜도빌딩 11층 ,"국제회의기획, 매너 ,인력 교육, 행사기획, 마케팅",광고/마케팅,2693
퍼브,"서울 강서구 양천로 583 (염창동, 우림블루나인비즈니스센터) A동 1404호","LMS 시스템 솔루션, 스마트러닝, IT컨설팅, 교육서비스",교육,2694
(주)커넥트비,부산 부산진구 서전로46번길 8 (전포동) 3층,"커넥트비는 사람들의 상상력을 불러일으키는 A.I, 디지털 휴먼 엔터테인먼트가 융합된 차세대 메타버스를 개발하고 있습니다.","콘텐츠,소셜/미디어/커뮤니티",2695
어반플레이,"서울 서대문구 연희로5길 22 (연희동) 2,3층","어반플레이는 ""도시에도 OS가 필요하다""라는 슬로건 아래,  다양한 라이프스타일 크리에이터의 상품과 서비스가 사업화될 수 있도록  온/오프라인 플랫폼 서비스를 제공합니다. ",콘텐츠,2696
주식회사브랜드날다,제주특별자치도 제주시 중앙로 108 (삼도이동) 302-57호,브랜드 컨설팅 및 교육,광고/마케팅,2697
맥킨리라이스,"서울 강남구 테헤란로 216 (역삼동, 신웅타워) 5층 맥킨리라이스",글로벌 개발차 원격 채용/관리 서비스를 운영하고 있습니다. ,법률/인사/비즈니스,2698
(주)위버스마인드,"서울 구로구 디지털로30길 28 (구로동, 마리오타워) 9층",뇌새김영어 서비스,교육,2700
삼성증권,"서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 14층",업계 최고의 자산관리 역량과 인프라를 바탕으로 고객 니즈에 적합 맞춤형 금융 서비스를 제공합니다.,금융/보험/핀테크,2702
(주)땀,"서울 영등포구 63로 50 (여의도동, 63한화생명빌딩) 6층 ","걷기와 달리기, 홈트레이닝 등 디지털 헬스케어를 통해 건강함을 서비스하는 스포츠 플랫폼",헬스케어,2703
인디제이,광주 북구 동문대로 136 (두암동) 3층,"인공지능 기반 상황, 감정 분석 플랫폼",헬스케어,2704
리디 주식회사,"서울 강남구 테헤란로 325 (역삼동, URBAN BENCH) 어반벤치 빌딩 10층","웹툰, 웹소설, 도서 등 콘텐츠를 제작, 유통하는 글로벌 종합 콘텐츠 기업",콘텐츠,2705
주식회사 체인라이트닝컴퍼니,서울 강남구 역삼로 177 (역삼동) 강남스타트업센터 3층,전기차 로밍/통합결제 플랫폼,"금융/보험/핀테크,모빌리티",2706
퍼블리시 주식회사,"서울 영등포구 선유로49길 17 (양평동4가, 부윤빌딩) 4층 퍼블리시(주)",언론을 위한 블록체인 기반 뉴스 생태계 솔루션,소셜/미디어/커뮤니티,2707
주식회사 일하는우리,서울 마포구 성미산로 42 (성산동) 로컬스티치 304호,효과적인 비대면 협업을 고민하는 스타트업을 위한 데일리미션 기반의 온라인 협업 교육 서비스 ,콘텐츠,2708
(주)솔데스크,서울 종로구 관철동 13-13 종로코아빌딩 5층,IT교육 서비스를 진행합니다.,교육,2710
주식회사 뮤직카우,서울 마포구 토정로5길 17 (합정동) B1~5F 뮤직카우 ,"음악에 투자하는 새로운 시대를 열다. 이제 문화가 투자가 되고, 투자가 문화가 됩니다.",금융/보험/핀테크,2711
주식회사 업템포글로벌,서울 강남구 선릉로99길 9 (역삼동) 2층,현지화 에이전시 서비스/인공지능 솔루션 개발,광고/마케팅,2712
주식회사 부산여행특공대,부산 동구 중앙대로180번길 9 (초량동) 성신빌딩 202호B,부산사람도 모르는 부산이야기라는 주제로 지역 최초이자 유일의 원도심 로컬가이드투어를 상시적으로 운영중이며 지역의 입장시설 및 호텔 예약서비스를 제공하는 부산중심의 지역전문여행사,여행/레저,2713
로컬트래블랩,부산 동구 중앙대로180번길 9 (초량동) 성신빌딩 202A호,Fit 여행콘텐츠 기획 전문 여행사,여행/레저,2714
세모파이,"서울 구로구 구로중앙로 60 (구로동, 대림오페라타워) 4층 koelsa 세모파이","젊은 파티플레너들이 창업한 파티, 이벤트 및 행사 진행 전문 업체입니다. ",여행/레저,2715
오픈부스,"서울 강남구 테헤란로 151 (역삼동, 역삼하이츠빌딩) 3층 308호",온라인 이벤트 플랫폼,광고/마케팅,2716
주식회사 똑똑한개발자,서울 마포구 동교로12안길 39 (서교동) 전체,똑똑한개발자는 Django/React 를 개발 스택으로 사용하는 플랫폼 개발사 입니다.,통신/보안/데이터/인프라,2717
주식회사 제이에프파트너스,"서울 성동구 연무장19길 5 (성수동2가, 제일전자공장) 3층","운전연습 프랜차이즈, 운전연습 시뮬레이터 개발",제조/하드웨어,2718
디션,"서울 구로구 디지털로32가길 16 (구로동, 파트너스타워2차) 1302호",글로벌 본인 인증 서비스,여행/레저,2719
리녹스 주식회사,"부산 사하구 낙동대로550번길 37 (하단동, 동아대학교) 창업관412호","기획, 시제품제작, 사업화 함꺼하는 중소기업 기술파트너",제조/하드웨어,2720
노머스,"서울 강남구 도산대로 145 (신사동, 인우빌딩) 7층 노머스",종합 아티스트 IP 플랫폼을 운영하는 엔터 테크 기업,소셜/미디어/커뮤니티,2721
플랫포러스,"서울 송파구 올림픽로 99 (잠실동, 잠실엘스) 107동 2002호","전시회 주최 및 행사 대행, 콘텐츠 유통",콘텐츠,2722
주식회사 큐티티,"부산 해운대구 센텀동로 26 (우동, 한화꿈에그린센텀) B-1802","인공지능 덴티스트리 플랫폼 연구, 개발",헬스케어,2723
지엔터프라이즈(주),서울 강남구 영동대로 735 (청담동) 7층 ,B2B 경영관리 플랫폼 ,법률/인사/비즈니스,2724
주식회사 잉클,경기 안산시 상록구 해안로 705 (사동) RIT센터 512호,스마트팩토리 플랫폼,금융/보험/핀테크,2725
한국편의증진연구원,부산 해운대구 대천로 92-6 (좌동) 4층," 내 집에서 끝까지 노후를 보낼 수 있는 환경과 삶을 위한 콘텐츠, 디자인을 나누고 있습니다. ",콘텐츠,2726
(주)파파모빌리티,"서울 종로구 효자로 15 (통의동, 다모여빌딩) 3층 (주)파파모빌리티",파파 차량호출앱을 통해 실시간/예약 등 모빌리티 서비스를 제공하고 있습니다.,모빌리티,2727
모세메디,경북 구미시 산호대로 253 (공단동) 구미지식산업센터 402,초음파암치료기,의료/바이오,2728
푸드트래블,부산 남구 전포대로 133 (문현동) Wework BIFC 12F,푸드모빌리티(푸드트럭)을 활용한 단체 음식 배달 플랫폼,"푸드,물류",2729
웨이브앤바이브,부산 금정구 서동로 129 (서동) 2층,HACCP 공장 공유 및 HMR제작 판매 원스톱 서비스,제조/하드웨어,2730
엠디하이,대전 유성구 테크노1로 75 (관평동) 508호,헬스케어IT서비스,헬스케어,2731
(주)에미넌트코퍼레이션,"서울 광진구 자양강변길 31 (자양동, 성수빌딩) 2층 (주)에미넌트코퍼레이션 김포한강11로322",전문 메디컬 플레이스 오퍼레이팅 ,광고/마케팅,2732
주식회사 마모루디지털코리아,"서울 영등포구 국제금융로 10 (여의도동, 서울 국제금융 센터) IFC Two 12층 1216호",가상자산 금융 서비스,금융/보험/핀테크,2733
주식회사 다함케이앤비,"서울 은평구 통일로 833-6 (대조동, 대덕타워) 202호",다함케이앤비는 인력 매칭 플렛폼 회사 입니다.,법률/인사/비즈니스,2734
베스핀글로벌테크센터 주식회사,"부산 연제구 연제로 24 (연산동, 동남지방통계청) 3,4층",클라우드 관련 A부터 Z까지... 전부 도와 드립니다.,교육,2736
후시파트너스,"서울 중구 세종대로 136 (태평로1가, 파이낸스빌딩) 서울파이낸스센터 8층",기후테크 / 온실가스 감축 및 탄소중립 플랫폼 / 탄소배출권 연계 사회공헌 ESG 플랫폼,모빌리티,2737
이해라이프스타일,"서울 마포구 백범로31길 21 (공덕동, 서울창업허브, 서울복지타운) 627호(본관)",온라인 가구구독 플랫폼 서비스 비공입니다. ,리빙/라이프스타일,2738
멜크벡,"서울 서초구 서초대로 411 (서초동, GT TOWER) B105호",크로스보더 온라인 리테일,"(e)커머스,물류",2739
비비디바비디(주),"서울 금천구 가산디지털1로 225 (가산동, 에이스 가산 포휴) 11층 1123C-9호",비즈니스 부스팅 및 광고 플랫폼 제작 및 공급,광고/마케팅,2740
(주)오늘식탁,서울 강남구 선릉로 428 (대치동) 위워크 9층,초신선한 라스트마일 및 풀필먼트 서비스를 제공합니다.,푸드,2741
퍼플오션인터내셔널(주),"부산 중구 중앙대로 63 (중앙동3가, 부산우체국) 부산우체국건물 12층 ",무역+번역+물류+인증+검역+통관 / 전체 업무를 아웃소싱,"(e)커머스,물류",2743
주식회사 트윈위즈,"경남 창원시 성산구 창원대로 797 (상남동, 한국재료연구원) 6동 6401호",기능성 항균/항바이러스 첨가제,제조/하드웨어,2744
주식회사 데얼스,"서울 서초구 서초대로46길 74 (서초동, 스탠다드빌딩) 5층",아웃도어 커뮤니티 플랫폼,여행/레저,2745
스텔레이션,서울 강남구 대치동 929-6 203호,내 반려견에게 맞춤형으로 필요한 정보만 제공합니다.,(e)커머스,2746
샹그리라바이오,"광주 서구 무진대로 976 (농성동, 경주김씨청송빌딩) 자승빌딩5층",NKT 항암면역세포를 이용한 난치암 치료제 사업,헬스케어,2747
주식회사 중고나라,"서울 서초구 서초대로 301 (서초동, 동익성봉빌딩) 7층 중고나라",가장 많은 고객상품이 거래되는 C-커머스 포털 중고나라 입니다.,"(e)커머스,물류",2749
주식회사 무신사,"서울 성동구 아차산로 104 (성수동2가, 스탈릿성수) 3층",패션브랜드를 위한 마케팅&유통 플랫폼,"패션/뷰티,(e)커머스",2750
주식회사 콜론디,"서울 강남구 언주로 709 (논현동, 송암빌딩) 송암빌딩 13층 콜론디",소개팅 어플,콘텐츠,2751
프리모생명과학,"서울 종로구 자하문로 266 (부암동, 타임730오피스텔) 419호",의약품 진단치료제 제조,의료/바이오,2752
주식회사 패스파인더,"부산 금정구 금강로 271 (장전동, 미주빌딩) 3층 ",세상에 없던 길을 함께 만드는 코워킹스페이스 ,부동산/프롭테크,2753
와이드모바일,"서울 서대문구 통일로 135 (충정로2가, 충정빌딩) 6층 와이드모바일",국내외 여행용 휴대용 와이파이 렌탈서비스,여행/레저,2754
주식회사 티써프,전남 나주시 그린로 317-13 (빛가람동) 504호,Web3.0 기반 e라이딩 서비스,여행/레저,2755
주식회사 스텝페이,"서울 구로구 디지털로 243 (구로동, 지하이시티) 7층 706호",국내 최초 정기결제를 쉽게 만들어주는 플랫폼 '스텝페이'를 만듭니다. ,금융/보험/핀테크,2756
(주)피플스헬스,"서울 성북구 오패산로3길 12 (하월곡동, 국방기술품질원 국방벤처센터) 302호",아는의사는 환자의 증상을 AI 문진을 통해 의사에게 자세히 전달하고 건강 상담 및 영양성분 추천 상담을 받을 수 있는 비대면 문진 서비스 입니다.,의료/바이오,2757
패니지먼트,"서울 성동구 아차산로17길 48 (성수동2가, 성수 SK V1 CENTER I) 4층 422호 ",글로벌 팬 커머스 플랫폼 ,소셜/미디어/커뮤니티,2758
주식회사 코레이즈홀딩스,"서울 성동구 연무장5길 9-16 (성수동2가, 블루스톤타워) 601,602,603호",Total IT Consulting,법률/인사/비즈니스,2759
(주)어스빌리지,"서울 강남구 언주로 736 (논현동, EG빌딩) 4층",공간을 활용한 서비스 및 플랫폼 사업,여행/레저,2760
셰어라운드 주식회사,"서울 마포구 마포대로 122 (공덕동, 신용보증기금빌딩) , 11층 셰어라운드(주) 꾸다","누구나 쉽게 렌탈 상품을 만들수 있는, 꾸다",물류,2761
서울도시가스㈜,"서울 강서구 공항대로 607 (염창동, 서울도시가스사옥) 서울도시가스(주)",가스제조 및 공급업,환경/에너지,2762
주식회사 킬사코리아,"서울 마포구 백범로31길 21 (공덕동, 서울창업허브, 서울복지타운) 219호",싱가포르에 본사를 둔 중소기업 및 스타트업의 동남아시아 해외 진출을 위한 온디맨드 서비스 플랫폼입니다. ,스타트업 생태계,2763
주식회사 비르투컴퍼니,경기 김포시 고촌읍 아라육로 36 (전호리) 105호,자전거 라이딩하기 더 편리한 세상을 만듭니다,여행/레저,2764
주식회사 이룸,"서울 송파구 석촌호수로 158 (삼전동, 금한빌딩) 3층",프랜차이즈 본사 (실내골프연습장),여행/레저,2765
(주)오후랩스,"대구 북구 유통단지로 38 (산격동, 전기재료관) 마동 309호",상품 이미지 AI 번역 서비스,"법률/인사/비즈니스,(e)커머스",2766
주식회사 야놀자,"서울 강남구 테헤란로108길 42 (대치동, 엠디엠타워) 4-9층","국내외 숙박, 레저ㆍ액티비티, 교통, 레스토랑, 쇼핑 등 서비스  AIㆍ클라우드 기반 공간 솔루션",여행/레저,2767
주식회사 유어위시,"서울 마포구 양화로 186 (동교동, LC TOWER) 5층 510호",받는 사람이 선택하는 선물 서비스,(e)커머스,2768
그린에너지,"부산 동구 중앙대로 538 (범일동) 신성빌딩 7층, 그린에너지","배터리팩 제조, 관련 부품 도소매","(e)커머스,물류",2769
아이테르,부산 동구 범일로65번길 21 (범일동) 4층,작가와 콜렉터 연결,소셜/미디어/커뮤니티,2770
마린이노베이션,울산 울주군 청량읍 처용산업3길 135 (용암리) 울산자유무역지역 경공업2동 2층,친환경 신소재 개발 및 친환경 제품 제조판매,푸드,2771
(주)마이비,"서울 성동구 성수이로22길 37 (성수동2가, 성수동 아크벨리) 4층 406B호",식단관리 식품 판매 및 플랫폼 운영,"(e)커머스,물류",2772
스타트업코드,서울 관악구 조원로 97 (신림동) 2층 스타트업코드,스타트업에 적합한 개발자를 육성하는 스타트업코드입니다.,교육,2773
주식회사위드어스유니버스,"서울 강남구 논현로134길 7 (논현동, 신한빌딩) 2층",반려동물어플리케이션,Pet,2774
주식회사 토즈,"부산 해운대구 센텀서로 39 (우동, 영상산업센터) 1202호",조선해양 산업의 설계변경으로 인한 손실 예방 및 최소화/선박 유지보수 상황 실시간 대응을 통한 매출 증대 서비스,모빌리티,2775
앤드포,서울 강남구 논현로131길 12 (논현동) 서린빌딩 5층,AI활용 저작물 침해 탐지 솔루션,통신/보안/데이터/인프라,2776
마이리얼트립,"서울 서초구 강남대로 311 (서초동, 한화생명보험빌딩) 19F 마이리얼트립","2012년 창업한 스타트업으로, 여행 플랫폼 사업을 영위하고 있습니다.",여행/레저,2777
모토브,"서울 강남구 강남대로 566 (논현동, 신영와코루빌딩) 지하1층",모토브는 국내 최초로 택시 상단 표시등에  IOT 센서가 장착된 스마트 미디어 기기를 설치해 다양한 도시공간 데이터를 수집·활용하고 위치기반 광고 서비스를 제공하는 기업입니다.,모빌리티,2778
주식회사 두들린,"서울 강남구 강남대로 476 (논현동, urbanhive) 13층","기업용 채용관리솔루션 그리팅은 기업에서 채용할 때 지원자 정보를 받고, 면접 일정을 잡고, 평가하고, 합격 통보를 하는 등 채용 프로세스 전반에 도움을 드리는 소프트웨어입니다.",법률/인사/비즈니스,2779
주식회사 브리엑스,"서울 종로구 효자로 15 (통의동, 다모여빌딩) 4층","촬영 연결 플랫폼, 브리피(Briphy)",콘텐츠,2780
새솔테크,"서울 강남구 강남대로 382 (역삼동, 메리츠타워) 18층",자율주행 V2X 보안기술 스타트업,모빌리티,2781
주식회사 리버블,"서울 구로구 디지털로 300 (구로동, 지밸리비즈플라자) 15층 A호",'보홈'은 기업을 위한 'B2B 구독형 주거복지' 서비스입니다.,부동산/프롭테크,2783
주식회사 이벤터스,"서울 영등포구 당산로41길 11 (당산동4가, 당산 SK V1 center) W동 15층 1511,1512호",비즈니스 이벤트 플랫폼 '이벤터스'를 운영하고 있습니다.,소셜/미디어/커뮤니티,2784
주식회사 트리플에이전시,"서울 송파구 백제고분로19길 14 (잠실동, 잠실동 빌딩) 경근빌딩 201호","호텔 및 컨벤션 중심으로 단기 인력 공급을 하던 업력을 바탕으로 AI, 빅데이터, 블록체인을 접목하여 구인구직 플랫폼(어플)을 개발하여 서비스를 시작할 예정이다.",법률/인사/비즈니스,2785
주식회사 후드솔루션,"전남 무안군 삼향읍 남악로250번길 60 (남악리, 남악센트레빌리버파크) 115동 101호",블록체인 기반의 스마트공장 솔루션을 개발하는 스타트업 후드솔루션입니다.,부동산/프롭테크,2786
기술자숲(주),경남 창원시 마산회원구 3.15대로 828 (합성동) 조은자리빌딩 4층,"제조전문가와 함께 하는 제조서비스 플랫폼[기술자숲]을 운영하며, 제조전문가 매칭, 시제품제작양산, 교육프로그램을 운영하고 있습니다.",제조/하드웨어,2787
주식회사 화이트큐브,"서울 강남구 테헤란로 427 (삼성동, 위워크타워) 화이트큐브",챌린저스 앱서비스: 건강을 위한 행동을 더 효율적이고 편하게 돕는 앱. 건강을 위해 돈을 걸고 챌린지를 수행하거나 영양제 구입/복용 등을 할 수 있음,헬스케어,2788
주식회사 웨이브코리아,"서울 금천구 가산디지털1로 88 (가산동, IT프리미어타워) 1204호",화장품 제조 큐레이션 커머스와 스마트 팩토리를 연동한 시스템을 만들고 있습니다.,패션/뷰티,2789
주식회사 천명앤컴퍼니,"서울 강남구 논현로87길 15 (역삼동, LS빌딩) 7층",O2O 점술 상담 중개 서비스,"(e)커머스,물류",2790
마이크로프트,"서울 마포구 토정로37길 49 (염리동, 업로드(upload)) 3층","Work중심의 프로젝트형 협업툴, 로켓워크 ",광고/마케팅,2791
(주)씨티엔에스,경남 창원시 의창구 평산로 23 (팔용동) 641호,맞춤형 이차전지 배터리팩 제조사업,제조/하드웨어,2792
그레이트,"부산 해운대구 센텀동로 99 (재송동, 벽산이센텀클래스원) 1220호","영상콘텐츠 기반 직무 교육, 기업 교육 ",교육,2793
(주)레코더즈,서울 마포구 월드컵로12길 33 (서교동) 1층,(주)레코더즈는 인물사진의 촬영 및 보정을 기반으로 사진 문화 콘텐츠를 개발 및 연구하는 국내 최대 사진 전문 회사입니다.,콘텐츠,2794
주식회사 한국전자기술,"경남 창원시 마산회원구 봉암북7길 21 (봉암동, 경남지능형홈산업화센터) 경남테크노파크 4동 201호",전자와 기계의 복합 융합 기술 및 메커니즘 기반의 스마트 디바이스 개발 제조 플랫폼,제조/하드웨어,2796
주식회사 비바솔루션,"서울 용산구 새창로 101 (용문동, 티앤티빌딩) 2층","LG전자 IT/가전 B2B 전문점, 구글 공인 에듀케이션 파트너",교육,2797
주식회사 현진이엔피,경남 김해시 진례면 고령길 43-8 (고모리) 1층,환경오염방지시설  설계 제작 시공,제조/하드웨어,2798
힉스,서울 강남구 논현로157길 30 (신사동) 5층,영상제작의 모든 것을 한번에 진행하는 미디어 회사,콘텐츠,2800
엑스엘에이트에이아이,"서울 광진구 광나루로56길 29 (구의동, 현대프라임아파트) 9동 1404호","인공지능 번역 서비스(기계번역, 기계학습) 소프트웨어 개발 및 공급",법률/인사/비즈니스,2801
커넥트몽,"서울 강동구 성내로 22 (성내동, 청해빌딩) 501호",반려동물을 동반한 외출/여행 플랫폼,"Pet,여행/레저",2802
(주)엠브이픽,부산 수영구 황령산로 13 (남천동) 2층,자체 솔루션을 기반으로 더 빠르고 더 싸게 앱을 개발해드립니다,통신/보안/데이터/인프라,2804
모두모여,서울 마포구 동교로13길 33-8 (서교동) 101호,향기를 통한 라이프 스타일 케어,교육,2805
크림 주식회사,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워) 8층",개인간 거래 중개 플랫폼,"패션/뷰티,(e)커머스",2806
애드모션(주),서울 강남구 테헤란로 431  2층,No.1 Total Online AD & Digital Marketing Agency,광고/마케팅,2807
주식회사 웰로,"서울 관악구 남현3길 61 (남현동, 대한뉴팜) 101호",개인/기업형 정책추천-관리솔루션,법률/인사/비즈니스,2808
주식회사 리벨로코리아,"서울 서초구 강남대로 373 (서초동, 홍우빌딩) 위워크 12층 119호","리퍼비시(refurbish) 전자기기(중고폰, 노트북 등) 중개 플랫폼 서비스","(e)커머스,물류",2809
롸잇,서울 성북구 개운사길 83-13 (안암동5가) 305호,초기 기업을 대상으로 탑티어 디지털마케팅 전문가를 시간제로 매칭,광고/마케팅,2810
주식회사 그린랩스,"서울 송파구 정의로8길 9 (문정동, AJ빌딩) 3층~6층","농창업부터 농장 신축, 작물 재배, 유통판매에 이르기까지 농업 종사자를 위한 모든 솔루션을 디지털화합니다",농·축·임·수산,2811
메모리얼소싸이어티,"경기 고양시 덕양구 동송로 70 (삼송동, 힐스테이트 삼송역) 104-3302",장례플랫폼,리빙/라이프스타일,2812
(주)니어스랩,"서울 강남구 논현로 417 (역삼동, 화원빌딩) 4,5층 니어스랩",AI 자율비행 드론과 데이터 플랫폼 주머블을 통한 산업안전점검 솔루션,통신/보안/데이터/인프라,2813
주식회사 리스트업컴퍼니,서울 영등포구 국제금융로6길 33 (여의도동) 9층 919호,홈오피스를 위한 AI 빅데이터 기반 큐레이션 원스톱 서비스 플랫폼,리빙/라이프스타일,2814
법무법인 비트,"서울 강남구 영동대로 735 (청담동) 8층, 9층","T Business, Game Business, Start-up, Venture Capital, PEF 등에 대한 심도 깊은 이해로 법률서비스를 제공합니다.",법률/인사/비즈니스,2815
하임트리,"서울 서초구 강남대로53길 8 (서초동, 스타크 강남빌딩) 8층 2-8호",몸에 이로운 스페셜 블렌디드 허브티를 만듭니다.,헬스케어,2816
플러그링크,"서울 강남구 테헤란로5길 7 (역삼동, KG Tower) 10층 (주)플러그링크",전기차 충전 서비스 제공 및 플랫폼,모빌리티,2817
세일즈인사이트(주),"서울 서초구 반포대로26길 15 (서초동, 리우빌딩) 5층",영업 조직의 업무환경 개선을 위한 영업팀 협업도구 CRM전문 기업입니다.,법률/인사/비즈니스,2818
(주)데이타몬드,서울 강서구 마곡중앙8로 14 (마곡동) 501호,Zero-party data를 생산하는 고객 데이터 플랫폼 ,법률/인사/비즈니스,2819
주여인터네셔널,서울 마포구 희우정로10길 28 (망원동) 3층 6-3호,식자재도소매,"(e)커머스,물류",2820
직방,"서울 강남구 역삼로17길 64 (역삼동, 역삼동JESS) 4층 2호",직방은 IT 기술을 기반으로 주거 전반에 대한 서비스를 제공하는 종합 프롭테크 기업이다.,부동산/프롭테크,2821
주식회사 에너캠프,"대구 달서구 달구벌대로 1095 (신당동, 계명대학교) 319호",스트레스 없는 이동형 EV 충전 솔루션,모빌리티,2822
디아비전,"서울 서초구 매헌로16길 32 (양재동, 희경빌딩) 에프동 2층",신속진단키트를 활용한 디지털헬스케어 솔루션,헬스케어,2823
포어텔마이헬스,"경북 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교) 업보육센터 학생창업공간(01)",액체생검 기반 암 조기 진단,의료/바이오,2824
(주)비씨에스,부산 사상구 광장로 20 (괘법동) 301호,기업의 비서역할을 수행 하는 업체,교육,2826
후다닥 주식회사,서울 서초구 바우뫼로27길 7-31 (양재동) 6층 후다닥 주식회사,"후다닥의사, 후다닥약사, 후다닥건강 플랫폼 운영",의료/바이오,2827
아마노 커피,대구 수성구 범어로 139 (범어동) 1층,커피맛 을 전하는 아마노 입니다.제품의 다양성과 차별 개발 한국의 스벅이 되는게 목표입니다,푸드,2828
